case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary
465,53,M,PhD,66,Other,66,93,Full,1,7823.0
466,53,M,PhD,66,Other,66,94,Full,1,7823.0
467,53,M,PhD,66,Other,66,95,Full,1,8283.0
468,54,F,PhD,92,Other,95,95,Assist,0,4875.0
469,55,M,PhD,91,Other,94,94,Assist,0,4480.0
470,55,M,PhD,91,Other,94,95,Assist,0,4676.0
471,56,M,PhD,93,Other,93,93,Assist,0,8000.0
472,56,M,PhD,93,Other,93,94,Assist,0,8000.0
473,56,M,PhD,93,Other,93,95,Assist,0,8232.0
474,58,F,PhD,74,Other,75,76,Assist,0,1624.0
475,58,F,PhD,74,Other,75,77,Assist,0,1744.0
476,58,F,PhD,74,Other,75,78,Assist,0,1936.0
477,58,F,PhD,74,Other,75,79,Assist,0,2196.0
478,58,F,PhD,74,Other,75,80,Assoc,0,2664.0
479,58,F,PhD,74,Other,75,81,Assoc,0,3137.0
480,58,F,PhD,74,Other,75,82,Assoc,0,3275.0
481,58,F,PhD,74,Other,75,83,Assoc,0,3455.0
482,58,F,PhD,74,Other,75,84,Full,0,3962.0
483,58,F,PhD,74,Other,75,85,Full,0,3962.0
484,58,F,PhD,74,Other,75,86,Full,0,4510.0
485,58,F,PhD,74,Other,75,87,Full,0,4736.0
486,58,F,PhD,74,Other,75,88,Full,0,4944.0
487,58,F,PhD,74,Other,75,89,Full,0,5366.0
488,58,F,PhD,74,Other,75,90,Full,0,6764.0
489,58,F,PhD,74,Other,75,91,Full,0,6878.0
490,58,F,PhD,74,Other,75,92,Full,0,7078.0
491,58,F,PhD,74,Other,75,93,Full,0,7283.0
492,58,F,PhD,74,Other,75,94,Full,0,7283.0
493,58,F,PhD,74,Other,75,95,Full,0,7494.0
494,59,F,PhD,89,Arts,90,90,Assist,0,3263.0
495,59,F,PhD,89,Arts,90,91,Assist,0,3318.0
496,59,F,PhD,89,Arts,90,92,Assist,0,3463.0
497,59,F,PhD,89,Arts,90,93,Assist,0,3564.0
498,59,F,PhD,89,Arts,90,94,Assist,0,3564.0
499,59,F,PhD,89,Arts,90,95,Assist,0,3774.0
500,60,M,PhD,79,Other,81,81,Assist,0,2556.0
501,60,M,PhD,79,Other,81,82,Assist,0,2642.0
502,60,M,PhD,79,Other,81,83,Assist,0,2787.0
503,60,M,PhD,79,Other,81,84,Assist,0,2935.0
504,60,M,PhD,79,Other,81,85,Assist,0,2935.0
505,60,M,PhD,79,Other,81,86,Assist,0,3200.0
506,60,M,PhD,79,Other,81,87,Assist,0,3361.0
507,60,M,PhD,79,Other,81,88,Assoc,0,4047.0
508,60,M,PhD,79,Other,81,89,Assoc,0,4330.0
509,60,M,PhD,79,Other,81,90,Assoc,0,4468.0
510,60,M,PhD,79,Other,81,91,Assoc,0,4743.0
511,60,M,PhD,79,Other,81,92,Assoc,0,4881.0
512,60,M,PhD,79,Other,81,93,Assoc,0,5168.0
513,60,M,PhD,79,Other,81,94,Assoc,0,5168.0
514,60,M,PhD,79,Other,81,95,Assoc,0,5472.0
515,61,M,PhD,76,Other,84,84,Assoc,0,3434.0
516,61,M,PhD,76,Other,84,85,Assoc,0,3667.0
517,61,M,PhD,76,Other,84,86,Assoc,0,4383.0
518,61,M,PhD,76,Other,84,87,Full,0,4736.0
519,61,M,PhD,76,Other,84,88,Full,0,4736.0
520,61,M,PhD,76,Other,84,89,Full,0,6370.0
521,61,M,PhD,76,Other,84,90,Full,0,6480.0
522,61,M,PhD,76,Other,84,91,Full,0,6878.0
523,61,M,PhD,76,Other,84,92,Full,0,7078.0
524,61,M,PhD,76,Other,84,93,Full,0,7388.0
525,61,M,PhD,76,Other,84,94,Full,0,7388.0
526,61,M,PhD,76,Other,84,95,Full,0,8283.0
527,62,M,PhD,72,Other,72,76,Assist,0,1712.0
528,62,M,PhD,72,Other,72,77,Assist,0,1942.0
529,62,M,PhD,72,Other,72,78,Assist,0,2019.0
530,62,M,PhD,72,Other,72,79,Assoc,0,2243.0
531,62,M,PhD,72,Other,72,80,Assoc,0,2364.179
532,62,M,PhD,72,Other,72,81,Assoc,0,2532.0
533,62,M,PhD,72,Other,72,82,Assoc,0,2532.0
534,62,M,PhD,72,Other,72,83,Assoc,0,2671.0
535,62,M,PhD,72,Other,72,84,Assoc,0,2851.0
536,62,M,PhD,72,Other,72,85,Assoc,0,2851.0
537,62,M,PhD,72,Other,72,86,Assoc,0,3200.0
538,62,M,PhD,72,Other,72,87,Assoc,0,3361.0
539,62,M,PhD,72,Other,72,88,Assoc,0,3361.0
540,62,M,PhD,72,Other,72,89,Assoc,0,3596.0
541,62,M,PhD,72,Other,72,90,Assoc,0,3711.0
542,62,M,PhD,72,Other,72,91,Assoc,0,3939.0
543,62,M,PhD,72,Other,72,92,Assoc,0,3996.0
544,62,M,PhD,72,Other,72,93,Assoc,0,4053.0
545,62,M,PhD,72,Other,72,94,Assoc,0,4053.0
546,62,M,PhD,72,Other,72,95,Assoc,0,4231.0
547,63,M,PhD,88,Other,90,90,Assist,0,3818.0
548,63,M,PhD,88,Other,90,91,Assist,0,3883.0
549,63,M,PhD,88,Other,90,92,Assist,0,3996.0
550,63,M,PhD,88,Other,90,93,Assist,0,4112.0
551,63,M,PhD,88,Other,90,94,Assist,0,4112.0
552,63,M,PhD,88,Other,90,95,Assoc,0,4610.0
553,64,M,PhD,64,Other,65,76,Assoc,0,2196.0
554,64,M,PhD,64,Other,65,77,Assoc,0,2638.0
555,64,M,PhD,64,Other,65,78,Full,0,3156.0
556,64,M,PhD,64,Other,65,79,Full,0,3459.0
557,64,M,PhD,64,Other,65,80,Full,0,3852.0
558,64,M,PhD,64,Other,65,81,Full,0,4485.0
559,64,M,PhD,64,Other,65,82,Full,1,4817.0
560,64,M,PhD,64,Other,65,83,Full,0,5133.333
561,64,M,PhD,64,Other,65,84,Full,1,5997.0
562,64,M,PhD,64,Other,65,85,Full,1,5997.0
563,64,M,PhD,64,Other,65,86,Full,1,6827.0
564,64,M,PhD,64,Other,65,87,Full,1,7169.0
565,64,M,PhD,64,Other,65,88,Full,1,7591.0
566,64,M,PhD,64,Other,65,89,Full,1,8239.0
567,64,M,PhD,64,Other,65,90,Full,0,8748.0
568,64,M,PhD,64,Other,65,91,Full,0,9286.0
569,64,M,PhD,64,Other,65,92,Full,0,9420.0
570,64,M,PhD,64,Other,65,93,Full,0,9693.0
571,64,M,PhD,64,Other,65,94,Full,0,9693.0
572,64,M,PhD,64,Other,65,95,Full,0,9974.0
573,65,M,PhD,70,Prof,85,85,Full,1,7110.0
574,65,M,PhD,70,Prof,85,86,Full,1,7323.0
575,65,M,PhD,70,Prof,85,87,Full,1,7692.0
576,65,M,PhD,70,Prof,85,88,Full,0,8633.0
577,65,M,PhD,70,Prof,85,89,Full,0,8977.0
578,65,M,PhD,70,Prof,85,90,Full,0,9532.0
579,65,M,PhD,70,Prof,85,91,Full,0,9833.0
580,65,M,PhD,70,Prof,85,92,Full,0,9974.0
581,65,M,PhD,70,Prof,85,93,Full,0,10263.0
582,65,M,PhD,70,Prof,85,94,Full,0,10263.0
583,65,M,PhD,70,Prof,85,95,Full,0,10411.0
584,66,M,PhD,75,Prof,77,77,Assist,0,1834.0
585,66,M,PhD,75,Prof,77,78,Assist,0,2019.0
586,66,M,PhD,75,Prof,77,79,Assist,0,2243.0
587,66,M,PhD,75,Prof,77,80,Assist,0,2507.0
588,66,M,PhD,75,Prof,77,81,Assoc,0,2920.0
589,66,M,PhD,75,Prof,77,82,Assoc,0,3260.606
590,66,M,PhD,75,Prof,77,83,Assoc,0,3710.0
591,66,M,PhD,75,Prof,77,84,Assoc,0,4256.0
592,66,M,PhD,75,Prof,77,85,Assoc,0,4256.0
593,66,M,PhD,75,Prof,77,86,Assoc,0,5129.0
594,66,M,PhD,75,Prof,77,87,Full,0,5543.0
595,66,M,PhD,75,Prof,77,88,Full,0,5786.0
596,66,M,PhD,75,Prof,77,89,Full,0,6462.0
597,66,M,PhD,75,Prof,77,90,Full,0,7162.0
598,66,M,PhD,75,Prof,77,91,Full,0,7494.0
599,66,M,PhD,75,Prof,77,92,Full,0,7823.0
600,66,M,PhD,75,Prof,77,93,Full,0,8049.0
601,66,M,PhD,75,Prof,77,94,Full,0,8049.0
602,66,M,PhD,75,Prof,77,95,Full,0,8165.0
603,67,M,PhD,68,Other,88,88,Full,0,9723.0
604,67,M,PhD,68,Other,88,89,Full,0,10505.0
605,67,M,PhD,68,Other,88,90,Full,1,11478.0
606,67,M,PhD,68,Other,88,91,Full,1,12011.0
607,67,M,PhD,68,Other,88,92,Full,1,12359.0
608,67,M,PhD,68,Other,88,93,Full,1,12718.0
609,67,M,PhD,68,Other,88,94,Full,1,12718.0
610,67,M,PhD,68,Other,88,95,Full,0,13275.0
611,68,M,PhD,77,Other,83,83,Assoc,0,3455.0
612,68,M,PhD,77,Other,83,84,Assoc,0,3852.0
613,68,M,PhD,77,Other,83,85,Assoc,0,4704.0
614,68,M,PhD,77,Other,83,86,Assoc,0,4844.0
615,68,M,PhD,77,Other,83,87,Assoc,0,5087.0
616,68,M,PhD,77,Other,83,88,Assoc,0,5464.0
617,68,M,PhD,77,Other,83,89,Full,0,6649.0
618,68,M,PhD,77,Other,83,90,Full,0,7060.0
619,68,M,PhD,77,Other,83,91,Full,0,7935.0
620,68,M,PhD,77,Other,83,92,Full,0,8402.0
621,68,M,PhD,77,Other,83,93,Full,0,8646.0
622,68,M,PhD,77,Other,83,94,Full,0,8646.0
623,68,M,PhD,77,Other,83,95,Full,0,9128.0
624,69,M,PhD,81,Other,81,81,Assist,0,1957.0
625,69,M,PhD,81,Other,81,82,Assist,0,2014.0
626,69,M,PhD,81,Other,81,84,Assist,0,2472.0
627,69,M,PhD,81,Other,81,85,Assist,0,2472.0
628,69,M,PhD,81,Other,81,86,Assist,0,2546.0
629,69,M,PhD,81,Other,81,87,Assist,0,2674.0
630,69,M,PhD,81,Other,81,88,Assist,0,2955.0
631,69,M,PhD,81,Other,81,89,Assoc,0,3576.119
632,69,M,PhD,81,Other,81,90,Assoc,0,3764.0
633,69,M,PhD,81,Other,81,91,Assoc,0,3939.0
634,69,M,PhD,81,Other,81,92,Assoc,0,3996.0
635,69,M,PhD,81,Other,81,93,Assoc,0,4112.0
636,69,M,PhD,81,Other,81,94,Assoc,0,4112.0
637,69,M,PhD,81,Other,81,95,Assoc,0,4544.0
638,70,F,PhD,83,Other,87,87,Assist,0,3082.0
639,70,F,PhD,83,Other,87,88,Assist,0,3217.0
640,70,F,PhD,83,Other,87,89,Assist,0,3541.0
641,70,F,PhD,83,Other,87,90,Assist,0,3759.0
642,70,F,PhD,83,Other,87,91,Assist,0,3991.0
643,70,F,PhD,83,Other,87,92,Assist,0,4106.0
644,70,F,PhD,83,Other,87,93,Assoc,0,4348.0
645,70,F,PhD,83,Other,87,94,Assoc,0,4348.0
646,70,F,PhD,83,Other,87,95,Assoc,0,4474.0
647,71,M,PhD,61,Other,63,76,Assist,0,1717.0
648,71,M,PhD,61,Other,63,77,Assist,0,1623.0
649,71,M,PhD,61,Other,63,78,Assist,0,1782.09
650,71,M,PhD,61,Other,63,79,Assist,0,1959.0
651,71,M,PhD,61,Other,63,80,Assist,0,2121.0
652,71,M,PhD,61,Other,63,81,Assist,0,2290.0
653,71,M,PhD,61,Other,63,82,Assist,0,2290.0
654,71,M,PhD,61,Other,63,83,Assist,0,2416.0
655,71,M,PhD,61,Other,63,84,Assist,0,2507.0
656,71,M,PhD,61,Other,63,85,Assist,0,2507.0
657,71,M,PhD,61,Other,63,86,Assoc,0,2696.0
658,71,M,PhD,61,Other,63,87,Assoc,0,2831.0
659,71,M,PhD,61,Other,63,88,Assoc,0,3361.0
660,71,M,PhD,61,Other,63,89,Assoc,0,3648.0
661,71,M,PhD,61,Other,63,90,Assoc,0,3764.0
662,71,M,PhD,61,Other,63,91,Assoc,0,3883.0
663,71,M,PhD,61,Other,63,92,Assoc,0,3996.0
664,71,M,PhD,61,Other,63,93,Assoc,0,4053.0
665,71,M,PhD,61,Other,63,94,Assoc,0,4053.0
666,71,M,PhD,61,Other,63,95,Assoc,0,4231.0
667,72,M,PhD,88,Prof,88,88,Assist,0,4855.0
668,72,M,PhD,88,Prof,88,89,Assist,0,4855.0
669,72,M,PhD,88,Prof,88,90,Assist,0,5229.0
670,72,M,PhD,88,Prof,88,91,Assist,0,5551.0
671,72,M,PhD,88,Prof,88,92,Assist,0,5794.0
672,72,M,PhD,88,Prof,88,93,Assist,0,6048.0
673,72,M,PhD,88,Prof,88,94,Assoc,0,6223.0
674,72,M,PhD,88,Prof,88,95,Assoc,0,6404.0
675,73,M,PhD,73,Other,73,76,Assist,0,1200.0
676,73,M,PhD,73,Other,73,77,Assist,0,1441.0
677,73,M,PhD,73,Other,73,78,Assist,0,2000.0
678,73,M,PhD,73,Other,73,79,Assoc,0,2210.0
679,73,M,PhD,73,Other,73,80,Assoc,0,2381.0
680,73,M,PhD,73,Other,73,81,Assoc,0,2677.0
681,73,M,PhD,73,Other,73,82,Assoc,0,2876.0
682,73,M,PhD,73,Other,73,83,Assoc,0,3034.0
683,73,M,PhD,73,Other,73,84,Assoc,0,3240.0
684,73,M,PhD,73,Other,73,85,Assoc,0,3240.0
685,73,M,PhD,73,Other,73,86,Assoc,0,3533.0
686,73,M,PhD,73,Other,73,87,Assoc,0,3711.0
687,73,M,PhD,73,Other,73,88,Assoc,0,3711.0
688,73,M,PhD,73,Other,73,89,Assoc,0,3970.0
689,73,M,PhD,73,Other,73,90,Assoc,0,4155.0
690,73,M,PhD,73,Other,73,91,Assoc,0,4348.0
691,73,M,PhD,73,Other,73,92,Assoc,0,4538.0
692,73,M,PhD,73,Other,73,93,Assoc,0,4670.0
693,73,M,PhD,73,Other,73,94,Assoc,0,4670.0
694,73,M,PhD,73,Other,73,95,Assoc,0,4875.0
695,74,M,PhD,71,Other,72,76,Assoc,0,1743.0
696,74,M,PhD,71,Other,72,77,Assoc,0,1980.0
697,74,M,PhD,71,Other,72,78,Assoc,0,2097.0
698,74,M,PhD,71,Other,72,79,Assoc,0,2285.0
699,74,M,PhD,71,Other,72,80,Assoc,0,2507.0
700,74,M,PhD,71,Other,72,81,Assoc,0,2758.0
701,74,M,PhD,71,Other,72,82,Full,0,3005.0
702,74,M,PhD,71,Other,72,83,Full,0,3170.0
703,74,M,PhD,71,Other,72,84,Full,0,3386.0
704,74,M,PhD,71,Other,72,85,Full,0,3386.0
705,74,M,PhD,71,Other,72,86,Full,0,3909.0
706,74,M,PhD,71,Other,72,87,Full,0,5556.0
707,74,M,PhD,71,Other,72,88,Full,0,5556.0
708,74,M,PhD,71,Other,72,89,Full,0,5931.0
709,74,M,PhD,71,Other,72,90,Full,0,6297.0
710,74,M,PhD,71,Other,72,91,Full,0,6496.0
711,74,M,PhD,71,Other,72,92,Full,0,6684.0
712,74,M,PhD,71,Other,72,93,Full,0,6878.0
713,74,M,PhD,71,Other,72,94,Full,0,6878.0
714,74,M,PhD,71,Other,72,95,Full,0,7180.0
715,75,M,PhD,72,Other,71,76,Assoc,0,2245.0
716,75,M,PhD,72,Other,71,77,Assoc,0,2461.194
717,75,M,PhD,72,Other,71,78,Assoc,0,2584.0
718,75,M,PhD,72,Other,71,79,Assoc,0,2842.0
719,75,M,PhD,72,Other,71,80,Assoc,0,3077.0
720,75,M,PhD,72,Other,71,81,Assoc,0,3517.0
721,75,M,PhD,72,Other,71,82,Assoc,0,3777.0
722,75,M,PhD,72,Other,71,83,Full,0,4468.0
723,75,M,PhD,72,Other,71,84,Full,0,5125.0
724,75,M,PhD,72,Other,71,85,Full,0,5125.0
725,75,M,PhD,72,Other,71,86,Full,0,6447.0
726,75,M,PhD,72,Other,71,87,Full,0,6771.0
727,75,M,PhD,72,Other,71,88,Full,0,7169.0
728,75,M,PhD,72,Other,71,89,Full,0,8122.0
729,75,M,PhD,72,Other,71,90,Full,1,8748.0
730,75,M,PhD,72,Other,71,91,Full,1,9286.0
731,75,M,PhD,72,Other,71,92,Full,1,9693.0
732,75,M,PhD,72,Other,71,93,Full,0,10118.0
733,75,M,PhD,72,Other,71,94,Full,0,10118.0
734,75,M,PhD,72,Other,71,95,Full,0,10442.0
735,76,M,PhD,57,Other,65,76,Full,1,3061.0
736,76,M,PhD,57,Other,65,77,Full,1,3340.0
737,76,M,PhD,57,Other,65,79,Full,1,4060.0
738,76,M,PhD,57,Other,65,80,Full,0,4473.134
739,76,M,PhD,57,Other,65,81,Full,0,4749.0
740,76,M,PhD,57,Other,65,82,Full,0,4817.0
741,76,M,PhD,57,Other,65,83,Full,0,5082.0
742,76,M,PhD,57,Other,65,84,Full,0,5274.0
743,76,M,PhD,57,Other,65,85,Full,0,5274.0
744,76,M,PhD,57,Other,65,86,Full,0,5917.0
745,76,M,PhD,57,Other,65,87,Full,0,6214.0
746,76,M,PhD,57,Other,65,88,Full,0,6304.0
747,76,M,PhD,57,Other,65,89,Full,0,6711.94
748,76,M,PhD,57,Other,65,90,Full,0,7060.0
749,76,M,PhD,57,Other,65,91,Full,0,7388.0
750,76,M,PhD,57,Other,65,92,Full,0,7602.0
751,76,M,PhD,57,Other,65,93,Full,0,7712.0
752,76,M,PhD,57,Other,65,94,Full,0,7712.0
753,76,M,PhD,57,Other,65,95,Full,0,7823.0
754,77,M,PhD,60,Other,65,76,Full,0,2726.0
755,77,M,PhD,60,Other,65,77,Full,0,3021.0
756,77,M,PhD,60,Other,65,78,Full,1,3105.0
757,77,M,PhD,60,Other,65,79,Full,0,3856.0
758,77,M,PhD,60,Other,65,80,Full,0,4062.0
759,77,M,PhD,60,Other,65,81,Full,0,4358.0
760,77,M,PhD,60,Other,65,82,Full,0,4485.0
761,77,M,PhD,60,Other,65,83,Full,0,4732.0
762,77,M,PhD,60,Other,65,84,Full,0,5125.0
763,77,M,PhD,60,Other,65,85,Full,0,5125.0
764,77,M,PhD,60,Other,65,86,Full,0,5917.0
765,77,M,PhD,60,Other,65,87,Full,1,6580.0
766,77,M,PhD,60,Other,65,88,Full,1,6967.0
767,77,M,PhD,60,Other,65,89,Full,1,7671.0
768,77,M,PhD,60,Other,65,90,Full,0,8145.0
769,77,M,PhD,60,Other,65,91,Full,0,8646.0
770,77,M,PhD,60,Other,65,92,Full,0,8896.0
771,77,M,PhD,60,Other,65,93,Full,0,9154.0
772,77,M,PhD,60,Other,65,94,Full,0,9154.0
773,77,M,PhD,60,Other,65,95,Full,0,9420.0
774,78,M,PhD,72,Other,83,83,Assist,0,2247.0
775,78,M,PhD,72,Other,83,84,Assist,0,2504.0
776,78,M,PhD,72,Other,83,85,Assist,0,2504.0
777,78,M,PhD,72,Other,83,86,Assist,0,2976.0
778,78,M,PhD,72,Other,83,87,Assist,0,3126.0
779,78,M,PhD,72,Other,83,88,Assist,0,3310.0
780,78,M,PhD,72,Other,83,89,Assoc,0,3858.0
781,78,M,PhD,72,Other,83,90,Assoc,0,4276.0
782,78,M,PhD,72,Other,83,91,Assoc,0,4604.0
783,78,M,PhD,72,Other,83,92,Assoc,0,4806.0
784,78,M,PhD,72,Other,83,93,Assoc,0,5016.0
785,78,M,PhD,72,Other,83,94,Assoc,0,5016.0
786,78,M,PhD,72,Other,83,95,Assoc,0,5236.0
787,81,M,PhD,64,Other,64,76,Assoc,0,1910.0
788,81,M,PhD,64,Other,64,77,Assoc,0,2097.0
789,81,M,PhD,64,Other,64,78,Assoc,0,2176.0
790,81,M,PhD,64,Other,64,79,Assoc,0,2369.0
791,81,M,PhD,64,Other,64,80,Assoc,0,2507.0
792,81,M,PhD,64,Other,64,81,Assoc,0,2758.0
793,81,M,PhD,64,Other,64,82,Assoc,0,2758.0
794,81,M,PhD,64,Other,64,83,Assoc,0,2910.0
795,81,M,PhD,64,Other,64,85,Assoc,0,3020.0
796,81,M,PhD,64,Other,64,86,Assoc,0,3110.0
797,81,M,PhD,64,Other,64,87,Assoc,0,3266.0
798,81,M,PhD,64,Other,64,88,Assoc,0,3361.0
799,81,M,PhD,64,Other,64,89,Assoc,0,3648.0
800,81,M,PhD,64,Other,64,90,Assoc,0,3764.0
801,81,M,PhD,64,Other,64,91,Assoc,0,4053.0
802,81,M,PhD,64,Other,64,92,Assoc,0,4292.0
803,81,M,PhD,64,Other,64,93,Assoc,0,4416.0
804,81,M,PhD,64,Other,64,94,Assoc,0,4416.0
805,81,M,PhD,64,Other,64,95,Assoc,0,4544.0
806,82,M,PhD,65,Other,69,76,Assoc,0,2018.0
807,82,M,PhD,65,Other,69,77,Assoc,0,2216.0
808,82,M,PhD,65,Other,69,78,Full,0,2419.0
809,82,M,PhD,65,Other,69,79,Full,0,2671.0
810,82,M,PhD,65,Other,69,80,Full,0,2869.0
811,82,M,PhD,65,Other,69,81,Full,0,3137.0
812,82,M,PhD,65,Other,69,82,Full,0,3228.0
813,82,M,PhD,65,Other,69,83,Full,0,3406.0
814,82,M,PhD,65,Other,69,84,Full,0,3851.0
815,82,M,PhD,65,Other,69,85,Full,1,3851.0
816,82,M,PhD,65,Other,69,86,Full,1,4575.0
817,82,M,PhD,65,Other,69,87,Full,1,4805.0
818,82,M,PhD,65,Other,69,88,Full,0,5015.0
819,82,M,PhD,65,Other,69,89,Full,0,5522.0
820,82,M,PhD,65,Other,69,90,Full,0,5752.239
821,82,M,PhD,65,Other,69,91,Full,0,6048.0
822,82,M,PhD,65,Other,69,92,Full,1,6590.0
823,82,M,PhD,65,Other,69,93,Full,1,6781.0
824,82,M,PhD,65,Other,69,94,Full,1,6781.0
825,82,M,PhD,65,Other,69,95,Full,1,7180.0
826,83,M,PhD,67,Prof,84,84,Full,0,5504.0
827,83,M,PhD,67,Prof,84,85,Full,0,5504.0
828,83,M,PhD,67,Prof,84,86,Full,0,6002.0
829,83,M,PhD,67,Prof,84,87,Full,0,6304.0
830,83,M,PhD,67,Prof,84,88,Full,0,6394.0
831,83,M,PhD,67,Prof,84,89,Full,0,7040.0
832,83,M,PhD,67,Prof,84,90,Full,0,7475.0
833,83,M,PhD,67,Prof,84,91,Full,0,7935.0
834,83,M,PhD,67,Prof,84,92,Full,0,9420.0
835,83,M,PhD,67,Prof,84,93,Full,0,9693.0
836,83,M,PhD,67,Prof,84,94,Full,0,9693.0
837,83,M,PhD,67,Prof,84,95,Full,0,10118.0
838,84,M,PhD,82,Arts,83,83,Assist,0,2186.0
839,84,M,PhD,82,Arts,83,84,Assist,0,2401.0
840,84,M,PhD,82,Arts,83,85,Assist,0,2401.0
841,84,M,PhD,82,Arts,83,87,Assist,0,2998.0
842,84,M,PhD,82,Arts,83,88,Assist,0,3085.0
843,84,M,PhD,82,Arts,83,89,Assoc,0,3596.0
844,84,M,PhD,82,Arts,83,90,Assoc,0,3818.0
845,84,M,PhD,82,Arts,83,91,Assoc,0,4112.0
846,84,M,PhD,82,Arts,83,92,Assoc,0,5318.0
847,84,M,PhD,82,Arts,83,93,Assoc,0,5318.0
848,84,M,PhD,82,Arts,83,94,Assoc,0,5318.0
849,84,M,PhD,82,Arts,83,95,Full,0,5712.0
850,86,F,PhD,94,Other,94,94,Assist,0,4544.0
851,86,F,PhD,94,Other,94,95,Assist,0,4610.0
852,88,M,PhD,57,Other,61,76,Full,0,2852.0
853,88,M,PhD,57,Other,61,77,Full,0,3111.0
854,88,M,PhD,57,Other,61,78,Full,0,3248.0
855,88,M,PhD,57,Other,61,79,Full,0,3606.0
856,88,M,PhD,57,Other,61,80,Full,0,3905.0
857,88,M,PhD,57,Other,61,81,Full,0,4274.627
858,88,M,PhD,57,Other,61,82,Full,0,4296.0
859,88,M,PhD,57,Other,61,83,Full,0,4532.0
860,88,M,PhD,57,Other,61,84,Full,0,4771.0
861,88,M,PhD,57,Other,61,85,Full,0,4771.0
862,88,M,PhD,57,Other,61,86,Full,0,5354.0
863,88,M,PhD,57,Other,61,87,Full,0,5623.0
864,88,M,PhD,57,Other,61,88,Full,0,5786.0
865,88,M,PhD,57,Other,61,89,Full,0,6159.701
866,88,M,PhD,57,Other,61,90,Full,0,6480.0
867,88,M,PhD,57,Other,61,91,Full,0,6781.0
868,88,M,PhD,57,Other,61,92,Full,0,6977.0
869,88,M,PhD,57,Other,61,93,Full,0,7180.0
870,88,M,PhD,57,Other,61,94,Full,0,7180.0
871,88,M,PhD,57,Other,61,95,Full,0,7494.0
872,89,M,PhD,58,Other,69,76,Full,0,3102.0
873,89,M,PhD,58,Other,69,77,Full,0,3294.0
874,89,M,PhD,58,Other,69,78,Full,0,3481.0
875,89,M,PhD,58,Other,69,79,Full,0,3856.0
876,89,M,PhD,58,Other,69,80,Full,0,4169.0
877,89,M,PhD,58,Other,69,81,Full,0,4548.0
878,89,M,PhD,58,Other,69,82,Full,0,4817.0
879,89,M,PhD,58,Other,69,83,Full,0,5081.0
880,89,M,PhD,58,Other,69,84,Full,0,5082.0
881,89,M,PhD,58,Other,69,85,Full,0,5427.0
882,89,M,PhD,58,Other,69,86,Full,0,6177.0
883,89,M,PhD,58,Other,69,87,Full,0,6486.0
884,89,M,PhD,58,Other,69,88,Full,0,6675.0
885,89,M,PhD,58,Other,69,89,Full,0,7142.0
886,89,M,PhD,58,Other,69,90,Full,0,7475.0
887,89,M,PhD,58,Other,69,91,Full,0,7823.0
888,89,M,PhD,58,Other,69,92,Full,0,7935.0
889,89,M,PhD,58,Other,69,93,Full,0,8049.0
890,89,M,PhD,58,Other,69,94,Full,0,8049.0
891,89,M,PhD,58,Other,69,95,Full,0,8283.0
892,90,M,PhD,70,Other,88,88,Full,0,5229.0
893,90,M,PhD,70,Other,88,89,Full,0,5283.0
894,90,M,PhD,70,Other,88,90,Full,0,6083.0
895,90,M,PhD,70,Other,88,91,Full,0,6457.0
896,90,M,PhD,70,Other,88,92,Full,0,6740.0
897,90,M,PhD,70,Other,88,93,Full,0,6936.0
898,90,M,PhD,70,Other,88,94,Full,0,6936.0
899,90,M,PhD,70,Other,88,95,Full,1,7239.0
900,91,M,PhD,61,Other,69,76,Full,0,2114.925
901,91,M,PhD,61,Other,69,77,Full,0,2296.0
902,91,M,PhD,61,Other,69,78,Full,0,2378.0
903,91,M,PhD,61,Other,69,79,Full,0,2540.0
904,91,M,PhD,61,Other,69,80,Full,0,2686.0
905,91,M,PhD,61,Other,69,81,Full,0,2838.0
906,91,M,PhD,61,Other,69,82,Full,0,2838.0
907,91,M,PhD,61,Other,69,83,Full,0,2994.0
908,91,M,PhD,61,Other,69,84,Full,0,3386.0
909,91,M,PhD,61,Other,69,85,Full,0,3386.0
910,91,M,PhD,61,Other,69,86,Full,0,3799.0
911,91,M,PhD,61,Other,69,87,Full,0,3990.0
912,91,M,PhD,61,Other,69,88,Full,0,4105.0
913,91,M,PhD,61,Other,69,89,Full,0,4456.0
914,91,M,PhD,61,Other,69,90,Full,0,4533.0
915,91,M,PhD,61,Other,69,91,Full,0,4676.0
916,91,M,PhD,61,Other,69,92,Full,0,4743.0
917,91,M,PhD,61,Other,69,93,Full,0,4743.0
918,91,M,PhD,61,Other,69,94,Full,0,4743.0
919,91,M,PhD,61,Other,69,95,Full,0,4881.0
920,92,M,PhD,68,Other,71,76,Full,0,2388.0
921,92,M,PhD,68,Other,71,77,Full,1,2704.0
922,92,M,PhD,68,Other,71,78,Full,0,2838.0
923,92,M,PhD,68,Other,71,79,Full,0,3160.0
924,92,M,PhD,68,Other,71,80,Full,0,3396.0
925,92,M,PhD,68,Other,71,81,Full,0,3773.0
926,92,M,PhD,68,Other,71,82,Full,0,3882.0
927,92,M,PhD,68,Other,71,83,Full,0,4296.0
928,92,M,PhD,68,Other,71,84,Full,0,4512.0
929,92,M,PhD,68,Other,71,85,Full,0,4562.0
930,92,M,PhD,68,Other,71,86,Full,0,5019.0
931,92,M,PhD,68,Other,71,87,Full,0,5260.0
